#{"t_start": 1761561634.0887206, "env_id": "None"}
r,l,t
0.6,5,16.489171
0.5,6,16.493171
0.4,7,16.50017
0.7,4,16.502171
0.0,11,16.512206
0.3,8,16.518174
0.7,4,16.521174
0.9,2,16.522174
0.8,3,16.525694
0.6,5,16.528694
1.0,1,16.530695
0.5,6,16.533694
1.0,1,16.535696
0.5,6,16.540695
0.3,8,16.546695
0.1,10,16.552694
0.8,3,16.555696
0.9,2,16.558698
0.5,6,16.562694
0.6,5,16.565693
1.0,1,16.567695
0.9,2,16.568693
1.0,1,16.570696
0.5,6,16.577721
1.0,1,16.577721
0.5,6,16.583691
0.7,4,16.586692
1.0,1,16.587695
1.0,1,16.587695
0.7,4,16.592696
0.6,5,16.596691
0.6,5,16.602731
0.9,2,16.605694
0.7,4,16.608694
0.5,6,16.6137
0.9,2,16.6137
0.3,8,16.621704
0.8,3,16.625213
0.5,6,16.630213
0.5,6,16.635213
0.8,3,16.638212
0.9,2,16.639212
0.5,6,16.645249
1.0,1,16.645249
0.7,4,16.648212
-0.1,12,16.66021
1.0,1,16.661209
0.5,6,16.666215
0.7,4,16.669211
0.3,8,16.675212
1.0,1,16.675212
1.0,1,16.675212
1.0,1,16.677216
1.0,1,16.679213
0.3,8,16.68521
0.8,3,16.68621
0.9,2,16.68821
0.7,4,16.69121
0.5,6,16.69421
0.6,5,16.701248
1.0,1,16.702245
1.0,1,16.702245
0.7,4,16.708213
0.4,7,16.714218
0.5,6,16.719218
0.2,9,16.726584
0.6,5,16.730585
0.3,8,16.738583
0.8,3,16.741582
1.0,1,16.741582
0.2,9,16.748584
0.7,4,16.751584
0.6,5,16.756585
1.0,1,16.758584
0.1,10,16.767588
0.6,5,16.771617
0.8,3,16.774617
1.0,1,16.775618
0.6,5,16.781611
0.5,6,16.785612
0.4,7,16.790584
0.4,7,16.795613
1.0,1,16.798583
0.2,9,16.804584
0.8,3,16.806584
1.0,1,16.806584
0.9,2,16.810589
0.3,8,16.817617
0.5,6,16.821619
0.5,6,16.827187
0.5,6,16.830184
0.3,8,16.836185
0.9,2,16.840186
0.5,6,16.845157
0.8,3,16.848157
0.7,4,16.851157
0.3,8,16.857158
0.7,4,16.861158
0.3,8,16.868155
0.9,2,16.869154
0.7,4,16.873158
0.4,7,16.879157
1.0,1,16.881159
0.7,4,16.884157
0.6,5,16.890157
1.0,1,16.891168
0.8,3,16.894155
0.6,5,16.898155
0.9,2,16.899157
1.0,1,16.90119
0.8,3,16.902191
0.8,3,16.904156
0.7,4,16.909155
1.0,1,16.909155
0.9,2,16.912158
1.0,1,16.912158
0.6,5,16.915158
0.8,3,16.917158
0.6,5,16.921162
0.8,3,16.924667
0.5,6,16.93067
1.0,1,16.93067
0.5,6,16.937706
0.8,3,16.940675
0.5,6,16.945673
0.3,8,16.952673
0.4,7,16.958705
0.6,5,16.963706
1.0,1,16.963706
0.5,6,16.967673
0.8,3,16.971672
1.0,1,16.971672
1.0,1,16.975674
0.9,2,16.976672
0.7,4,16.978673
0.3,8,16.984673
0.5,6,16.99167
0.3,8,16.997705
1.0,1,16.997705
0.6,5,17.00067
0.8,3,17.00367
0.3,8,17.00867
0.6,5,17.014673
0.7,4,17.017704
0.5,6,17.024236
0.6,5,17.02727
0.8,3,17.030242
0.6,5,17.035239
0.3,8,17.042242
0.3,8,17.04824
0.7,4,17.05124
0.8,3,17.05324
0.1,10,17.063245
0.9,2,17.067243
0.7,4,17.071242
1.0,1,17.071242
1.0,1,17.07225
0.9,2,17.074243
0.4,7,17.079243
0.9,2,17.081243
0.8,3,17.084242
0.7,4,17.086244
0.8,3,17.089243
-0.2,13,17.102255
1.0,1,17.102255
0.4,7,17.109243
0.9,2,17.110279
0.8,3,17.112277
1.0,1,17.113276
0.8,3,17.117247
1.0,1,17.117247
0.8,3,17.121251
0.4,7,17.128756
0.9,2,17.129755
0.5,6,17.134756
1.0,1,17.135754
0.7,4,17.137757
0.8,3,17.140756
0.8,3,17.142755
0.6,5,17.148755
0.7,4,17.152752
0.9,2,17.153752
0.9,2,17.157758
1.0,1,17.158758
-0.7,18,17.169758
0.5,6,17.177758
0.7,4,17.18179
0.8,3,17.184756
0.4,7,17.188755
0.2,9,17.195753
0.5,6,17.199752
0.6,5,17.202752
0.7,4,17.207754
0.8,3,17.209762
0.5,6,17.214761
0.8,3,17.215762
0.6,5,17.219763
0.6,5,17.225307
1.0,1,17.226309
0.9,2,17.228335
0.8,3,17.229335
0.5,6,17.235307
1.0,1,17.23731
0.7,4,17.240335
1.0,1,17.241334
0.6,5,17.245307
0.5,6,17.249335
0.5,6,17.255308
0.7,4,17.259306
0.8,3,17.261307
-0.2,13,17.272307
0.8,3,17.274307
0.9,2,17.278306
0.8,3,17.280308
1.0,1,17.281307
0.4,7,17.288307
0.2,9,17.295305
0.3,8,17.301307
1.0,1,17.302305
0.7,4,17.305304
0.5,6,17.309304
0.6,5,17.312308
0.1,10,17.320307
1.0,1,17.322308
0.3,8,17.327815
1.0,1,17.328815
0.7,4,17.331818
1.0,1,17.331818
0.8,3,17.335819
0.4,7,17.341814
0.3,8,17.347816
1.0,1,17.347816
1.0,1,17.350815
0.7,4,17.353815
0.3,8,17.359814
0.8,3,17.361815
0.5,6,17.368851
0.7,4,17.372816
0.5,6,17.377855
0.8,3,17.381817
0.6,5,17.385817
0.9,2,17.385817
0.7,4,17.39085
0.8,3,17.394845
0.7,4,17.398821
0.2,9,17.406851
0.6,5,17.411857
0.7,4,17.415857
1.0,1,17.415857
0.0,11,17.424362
0.9,2,17.425367
0.8,3,17.428396
1.0,1,17.430367
0.6,5,17.434368
0.9,2,17.436368
0.7,4,17.439368
0.5,6,17.443371
0.9,2,17.446367
0.5,6,17.451396
0.8,3,17.453396
0.7,4,17.456396
0.3,8,17.462366
0.8,3,17.466367
0.3,8,17.472365
0.8,3,17.475368
0.8,3,17.477369
0.8,3,17.480402
0.5,6,17.486365
0.9,2,17.487365
0.5,6,17.492396
0.6,5,17.496403
0.9,2,17.496403
0.6,5,17.503397
0.5,6,17.508371
0.9,2,17.512408
0.9,2,17.513406
1.0,1,17.513406
0.3,8,17.51937
0.8,3,17.5224
0.9,2,17.525969
0.9,2,17.525969
0.8,3,17.52897
0.5,6,17.534941
1.0,1,17.537943
0.5,6,17.540941
0.8,3,17.543941
0.9,2,17.543941
0.8,3,17.547977
0.7,4,17.551948
1.0,1,17.552941
0.6,5,17.558943
0.4,7,17.564941
0.8,3,17.570941
-0.3,14,17.581939
0.8,3,17.582939
1.0,1,17.585943
0.4,7,17.590941
0.8,3,17.593943
1.0,1,17.594942
0.7,4,17.597942
1.0,1,17.59997
0.5,6,17.603969
0.5,6,17.611947
0.5,6,17.614947
0.6,5,17.619947
0.6,5,17.62546
-0.1,12,17.635488
0.4,7,17.639488
0.2,9,17.648458
0.7,4,17.651458
1.0,1,17.652457
0.7,4,17.655458
1.0,1,17.657459
1.0,1,17.657459
0.6,5,17.662467
0.6,5,17.66746
0.4,7,17.67346
0.6,5,17.67746
1.0,1,17.67746
0.9,2,17.67946
1.0,1,17.68046
0.6,5,17.68346
0.7,4,17.688494
0.8,3,17.690494
0.9,2,17.691494
1.0,1,17.693497
1.0,1,17.693497
0.7,4,17.697468
0.7,4,17.700468
0.6,5,17.704467
0.3,8,17.712523
1.0,1,17.713551
0.5,6,17.722514
0.6,5,17.725603
0.7,4,17.729628
0.9,2,17.732613
0.4,7,17.737599
0.7,4,17.740592
0.7,4,17.74359
0.4,7,17.749593
0.4,7,17.754593
0.3,8,17.760628
0.7,4,17.765627
0.6,5,17.768601
0.8,3,17.7716
0.7,4,17.7746
0.6,5,17.778608
0.1,10,17.788627
0.5,6,17.792634
0.8,3,17.795634
1.0,1,17.796634
0.7,4,17.799634
0.7,4,17.804627
0.7,4,17.808595
0.8,3,17.810599
0.8,3,17.813599
0.3,8,17.820633
1.0,1,17.821635
0.8,3,17.825176
0.6,5,17.829181
0.6,5,17.83218
0.5,6,17.837179
0.8,3,17.840217
0.8,3,17.843216
1.0,1,17.843216
0.7,4,17.847217
0.8,3,17.850216
0.8,3,17.853216
0.3,8,17.860191
1.0,1,17.860191
0.6,5,17.864181
0.7,4,17.868182
0.2,9,17.877189
1.0,1,17.87819
0.2,9,17.883189
0.3,8,17.89018
0.8,3,17.89418
0.9,2,17.895179
1.0,1,17.897179
0.9,2,17.898192
0.8,3,17.901217
0.8,3,17.904183
0.4,7,17.910188
1.0,1,17.912187
0.7,4,17.915188
1.0,1,17.915188
0.7,4,17.918188
0.8,3,17.922188
0.7,4,17.9257
0.8,3,17.926701
0.8,3,17.92971
1.0,1,17.930711
0.6,5,17.93771
0.6,5,17.94171
0.7,4,17.94371
0.5,6,17.94771
1.0,1,17.94971
0.7,4,17.953706
1.0,1,17.953706
0.8,3,17.957742
0.6,5,17.9617
0.5,6,17.965697
0.2,9,17.976697
0.6,5,17.979698
0.7,4,17.983701
0.6,5,18.038218
0.4,7,18.044217
1.0,1,18.044217
0.8,3,18.055218
0.8,3,18.058226
0.8,3,18.060226
0.9,2,18.062227
0.6,5,18.068227
1.0,1,18.069225
0.4,7,18.075226
1.0,1,18.075226
0.9,2,18.078217
0.7,4,18.082221
0.7,4,18.086252
0.9,2,18.086252
1.0,1,18.090215
0.8,3,18.091215
-0.7,18,18.110235
0.7,4,18.114225
0.5,6,18.119223
0.6,5,18.126729
0.9,2,18.127731
0.9,2,18.12973
0.9,2,18.12973
0.8,3,18.13273
1.0,1,18.13273
0.8,3,18.135739
0.7,4,18.140739
1.0,1,18.14173
0.3,8,18.147729
0.5,6,18.153729
0.8,3,18.154729
0.7,4,18.158732
0.9,2,18.160732
0.9,2,18.161732
0.8,3,18.166766
0.5,6,18.17374
0.5,6,18.17973
0.7,4,18.182729
0.7,4,18.185739
1.0,1,18.186739
0.8,3,18.189759
0.9,2,18.193767
1.0,1,18.194767
0.7,4,18.198731
0.9,2,18.199731
0.8,3,18.203731
0.8,3,18.208741
0.7,4,18.211755
0.8,3,18.213754
0.4,7,18.217754
0.4,7,18.226197
0.8,3,18.22923
0.9,2,18.230232
0.8,3,18.232241
0.5,6,18.238193
0.7,4,18.241193
0.9,2,18.243204
0.6,5,18.246194
0.9,2,18.249193
1.0,1,18.249193
1.0,1,18.249193
0.8,3,18.253196
1.0,1,18.253196
0.5,6,18.259195
1.0,1,18.260204
0.9,2,18.263204
1.0,1,18.265204
0.7,4,18.269206
0.6,5,18.272206
1.0,1,18.273195
1.0,1,18.27523
1.0,1,18.276229
0.2,9,18.283206
0.8,3,18.285205
0.5,6,18.290211
0.9,2,18.292204
0.9,2,18.295198
0.8,3,18.299206
0.6,5,18.30424
-0.1,12,18.314199
0.1,10,18.323199
0.6,5,18.326704
0.8,3,18.329705
0.4,7,18.335704
0.9,2,18.336704
0.8,3,18.339704
0.9,2,18.342705
1.0,1,18.344705
0.8,3,18.346741
0.5,6,18.352741
0.9,2,18.353741
1.0,1,18.355741
0.5,6,18.359741
0.4,7,18.367704
0.5,6,18.371718
0.8,3,18.375742
0.6,5,18.381714
1.0,1,18.382715
0.8,3,18.384715
-0.4,15,18.396715
0.9,2,18.399708
-0.3,14,18.409746
0.2,9,18.416792
0.8,3,18.418796
0.6,5,18.421793
1.0,1,18.423787
0.5,6,18.429996
0.7,4,18.432962
0.8,3,18.434996
1.0,1,18.435996
1.0,1,18.435996
0.5,6,18.440962
0.5,6,18.445959
0.9,2,18.448967
1.0,1,18.448967
0.5,6,18.454961
0.5,6,18.45997
0.7,4,18.462969
0.7,4,18.465969
0.6,5,18.468969
0.7,4,18.471962
0.5,6,18.478997
0.9,2,18.479996
0.9,2,18.481966
0.5,6,18.485959
0.8,3,18.488961
0.9,2,18.49297
0.7,4,18.49597
0.8,3,18.496969
0.6,5,18.500969
0.6,5,18.504963
0.7,4,18.50896
0.7,4,18.512969
0.0,11,18.521005
0.8,3,18.522006
1.0,1,18.525005
0.8,3,18.527553
1.0,1,18.529552
0.7,4,18.532552
0.7,4,18.535561
0.3,8,18.544555
0.8,3,18.54555
0.9,2,18.54755
0.8,3,18.550552
1.0,1,18.550552
0.3,8,18.55655
1.0,1,18.559551
0.5,6,18.56455
0.8,3,18.56555
0.5,6,18.573551
0.5,6,18.577549
0.3,8,18.583559
0.5,6,18.58855
1.0,1,18.58955
0.5,6,18.59455
0.8,3,18.59555
1.0,1,18.59955
0.5,6,18.60255
0.5,6,18.607549
0.8,3,18.608549
1.0,1,18.60955
0.8,3,18.610552
0.8,3,18.614555
0.7,4,18.617589
1.0,1,18.617589
0.7,4,18.620562
0.5,6,18.63006
1.0,1,18.63006
0.9,2,18.63306
1.0,1,18.63306
0.5,6,18.63806
0.6,5,18.645072
0.3,8,18.651098
0.6,5,18.654095
0.9,2,18.654095
0.3,8,18.66006
0.9,2,18.66506
0.5,6,18.66806
0.5,6,18.67306
0.3,8,18.680064
0.5,6,18.684065
1.0,1,18.68609
1.0,1,18.68709
0.3,8,18.693063
0.8,3,18.696063
0.6,5,18.699062
0.8,3,18.703062
1.0,1,18.703062
0.5,6,18.707062
1.0,1,18.709064
0.5,6,18.71307
1.0,1,18.71307
0.8,3,18.71607
0.8,3,18.720069
0.9,2,18.720069
0.8,3,18.723068
0.1,10,18.733587
0.6,5,18.735587
1.0,1,18.736587
1.0,1,18.736587
0.6,5,18.742621
0.9,2,18.74359
0.9,2,18.747591
0.7,4,18.75059
0.4,7,18.754623
1.0,1,18.75659
0.7,4,18.76159
0.5,6,18.765589
-1.3,24,18.784589
0.0,11,18.794617
0.5,6,18.798623
0.5,6,18.80459
0.4,7,18.811651
0.8,3,18.812655
0.8,3,18.815651
0.9,2,18.818651
0.8,3,18.821623
0.9,2,18.823623
0.6,5,18.827135
0.8,3,18.829135
0.6,5,18.832135
0.9,2,18.834135
0.8,3,18.836135
1.0,1,18.839134
1.0,1,18.840133
0.5,6,18.844135
1.0,1,18.848132
0.9,2,18.849132
0.6,5,18.853135
1.0,1,18.857134
0.5,6,18.862164
0.7,4,18.865164
0.7,4,18.869133
1.0,1,18.870137
0.5,6,18.877132
1.0,1,18.878133
0.5,6,18.885137
0.9,2,18.886135
0.5,6,18.891135
0.8,3,18.892136
0.9,2,18.894135
0.7,4,18.897135
0.8,3,18.901136
0.6,5,18.905134
0.5,6,18.910132
0.8,3,18.913137
0.8,3,18.918135
0.9,2,18.919137
0.9,2,18.921136
0.5,6,18.924135
0.4,7,18.929642
0.8,3,18.933677
0.6,5,18.938641
0.5,6,18.943642
0.5,6,18.947645
0.5,6,18.953644
1.0,1,18.955645
1.0,1,18.956645
0.5,6,18.962647
0.7,4,18.967644
0.5,6,18.972677
0.6,5,18.976673
0.7,4,18.979644
0.5,6,18.984644
0.5,6,18.987644
0.9,2,18.990644
0.3,8,18.999644
0.4,7,19.005644
0.5,6,19.009644
1.0,1,19.010649
0.9,2,19.014677
0.6,5,19.01865
1.0,1,19.01968
0.1,10,19.029187
0.6,5,19.032155
0.5,6,19.037155
0.6,5,19.04216
0.8,3,19.045157
0.6,5,19.049177
0.6,5,19.053157
0.5,6,19.059159
0.5,6,19.063187
0.9,2,19.067157
0.7,4,19.070158
1.0,1,19.071158
0.7,4,19.074156
0.5,6,19.080155
0.7,4,19.083154
0.9,2,19.085155
0.7,4,19.088155
0.6,5,19.092163
0.6,5,19.096155
0.5,6,19.102155
0.8,3,19.105155
0.6,5,19.109155
0.9,2,19.109155
0.7,4,19.114158
0.8,3,19.117157
0.6,5,19.120157
0.9,2,19.123159
1.0,1,19.123159
0.5,6,19.129667
0.9,2,19.130668
0.6,5,19.133666
0.2,9,19.142695
0.5,6,19.146667
0.8,3,19.150667
0.8,3,19.153668
-0.2,13,19.165694
0.7,4,19.167697
0.9,2,19.168696
0.6,5,19.174667
1.0,1,19.175667
0.6,5,19.178667
0.8,3,19.181666
0.6,5,19.184667
0.8,3,19.189667
0.8,3,19.191668
1.0,1,19.192667
0.6,5,19.195667
0.9,2,19.19767
1.0,1,19.19767
1.0,1,19.198667
0.8,3,19.201669
0.6,5,19.206667
1.0,1,19.206667
0.7,4,19.212672
0.5,6,19.221706
0.7,4,19.226223
0.5,6,19.229219
0.9,2,19.231221
0.8,3,19.23522
0.5,6,19.240222
1.0,1,19.240222
0.5,6,19.246219
0.8,3,19.24922
0.4,7,19.255219
0.5,6,19.260221
0.3,8,19.265221
0.6,5,19.269218
0.6,5,19.273219
0.8,3,19.27622
0.1,10,19.28422
0.7,4,19.28622
0.5,6,19.29022
0.8,3,19.29222
0.6,5,19.297218
0.6,5,19.300218
0.5,6,19.30622
1.0,1,19.30622
0.5,6,19.311226
0.6,5,19.316225
0.9,2,19.317226
0.5,6,19.322231
-0.5,16,19.334738
0.6,5,19.338738
1.0,1,19.340738
0.7,4,19.343737
0.6,5,19.349739
0.4,7,19.353738
0.4,7,19.360743
0.5,6,19.367738
0.8,3,19.368738
0.5,6,19.374739
0.7,4,19.37774
1.0,1,19.378738
1.0,1,19.38074
0.5,6,19.385738
0.8,3,19.387739
0.9,2,19.388739
0.4,7,19.394737
1.0,1,19.395737
0.5,6,19.401742
0.4,7,19.405742
0.7,4,19.408742
0.6,5,19.41275
0.2,9,19.420749
0.0,11,19.432261
0.6,5,19.435258
0.5,6,19.439265
0.5,6,19.444257
1.0,1,19.444257
0.8,3,19.447258
0.9,2,19.447258
0.9,2,19.450258
1.0,1,19.450258
0.7,4,19.455263
0.8,3,19.457261
0.6,5,19.46026
0.6,5,19.463259
0.4,7,19.468261
0.8,3,19.47226
0.8,3,19.476261
0.6,5,19.480258
0.7,4,19.483288
0.9,2,19.484291
0.5,6,19.492289
0.8,3,19.495291
1.0,1,19.496288
0.6,5,19.499289
0.9,2,19.502261
0.5,6,19.506288
1.0,1,19.506288
0.5,6,19.513321
1.0,1,19.513321
0.6,5,19.517294
0.7,4,19.522294
1.0,1,19.524321
0.6,5,19.52791
1.0,1,19.52791
0.4,7,19.532891
0.4,7,19.539868
0.9,2,19.540891
0.6,5,19.544865
0.9,2,19.547862
0.5,6,19.551861
0.5,6,19.557861
0.1,10,19.56389
0.8,3,19.567863
0.5,6,19.573863
0.8,3,19.574861
0.5,6,19.579901
0.4,7,19.58486
0.6,5,19.58786
0.5,6,19.591859
0.9,2,19.59386
0.1,10,19.601859
0.6,5,19.60586
0.5,6,19.60986
0.5,6,19.614865
0.1,10,19.622865
0.4,7,19.629375
0.6,5,19.633373
0.1,10,19.640373
0.3,8,19.646376
0.6,5,19.650375
1.0,1,19.652377
0.8,3,19.655376
0.4,7,19.660376
0.5,6,19.665373
1.0,1,19.666373
0.7,4,19.669374
0.9,2,19.672377
0.9,2,19.673375
0.8,3,19.676375
0.6,5,19.681373
0.8,3,19.686403
0.8,3,19.689403
0.7,4,19.692404
0.8,3,19.695374
1.0,1,19.696373
1.0,1,19.696373
1.0,1,19.696373
0.3,8,19.704375
0.5,6,19.710409
0.9,2,19.711442
0.7,4,19.716414
0.5,6,19.721414
0.9,2,19.721414
0.0,11,19.73183
0.6,5,19.735833
0.6,5,19.740834
0.4,7,19.744833
0.6,5,19.749833
0.4,7,19.752832
0.8,3,19.755829
1.0,1,19.757828
1.0,1,19.760827
0.8,3,19.760827
0.8,3,19.763827
0.6,5,19.766828
0.7,4,19.769827
0.9,2,19.771833
0.9,2,19.772832
0.8,3,19.776858
0.7,4,19.779857
0.8,3,19.784831
0.6,5,19.789837
0.6,5,19.793864
0.9,2,19.796863
0.3,8,19.80383
0.9,2,19.804833
1.0,1,19.807845
0.5,6,19.811865
1.0,1,19.812865
0.6,5,19.817838
0.6,5,19.823837
0.5,6,19.828349
0.9,2,19.830349
0.6,5,19.835349
0.6,5,19.83935
0.8,3,19.842349
-0.1,12,19.852385
0.7,4,19.856385
1.0,1,19.857383
0.7,4,19.86035
1.0,1,19.864382
0.0,11,19.871383
0.8,3,19.873383
0.5,6,19.878382
0.5,6,19.882349
0.7,4,19.886353
0.4,7,19.892347
0.9,2,19.893346
0.6,5,19.898348
0.9,2,19.899347
0.5,6,19.906348
0.5,6,19.909347
0.5,6,19.915364
0.8,3,19.91635
0.8,3,19.919352
0.6,5,19.923385
0.6,5,19.927861
0.9,2,19.928865
0.3,8,19.934862
0.9,2,19.936863
0.6,5,19.941864
0.3,8,19.949896
0.7,4,19.952898
0.5,6,19.956861
0.7,4,19.959861
0.8,3,19.962896
0.8,3,19.964899
0.1,10,19.970896
0.8,3,19.973899
0.9,2,19.975904
0.2,9,19.983863
0.6,5,19.986863
0.5,6,19.991863
0.1,10,19.999863
1.0,1,19.999863
0.2,9,20.006862
0.4,7,20.011869
0.8,3,20.01387
1.0,1,20.01387
1.0,1,20.015871
0.8,3,20.01887
0.3,8,20.026382
0.7,4,20.02938
0.7,4,20.033382
0.5,6,20.038416
0.5,6,20.042379
1.0,1,20.045416
0.6,5,20.048411
0.5,6,20.053415
0.9,2,20.055416
0.2,9,20.065382
0.4,7,20.071382
0.5,6,20.076379
0.5,6,20.08241
0.7,4,20.08541
0.4,7,20.09141
0.6,5,20.095379
0.9,2,20.095379
0.6,5,20.101379
0.8,3,20.10238
0.5,6,20.10938
0.9,2,20.11038
0.6,5,20.114383
1.0,1,20.115382
0.7,4,20.117383
0.8,3,20.121385
0.5,6,20.124385
0.5,6,20.130925
0.5,6,20.133931
0.5,6,20.139925
0.5,6,20.145895
0.4,7,20.150895
1.0,1,20.151896
0.9,2,20.153894
0.9,2,20.154894
0.6,5,20.159925
0.8,3,20.161931
1.0,1,20.162898
0.5,6,20.168896
1.0,1,20.168896
1.0,1,20.170897
0.8,3,20.173897
0.7,4,20.176897
0.7,4,20.179897
0.7,4,20.182896
0.7,4,20.186898
1.0,1,20.187926
0.7,4,20.191895
0.5,6,20.196896
0.3,8,20.203896
1.0,1,20.206897
1.0,1,20.206897
0.6,5,20.211903
0.9,2,20.211903
0.9,2,20.214902
0.4,7,20.219936
0.3,8,20.226437
0.4,7,20.231438
0.9,2,20.234441
0.9,2,20.23544
0.9,2,20.23944
0.8,3,20.24044
0.7,4,20.243439
0.7,4,20.246439
0.4,7,20.254438
0.9,2,20.256437
0.7,4,20.259441
0.8,3,20.260474
0.3,8,20.265476
0.6,5,20.270468
0.5,6,20.277467
0.6,5,20.281442
0.9,2,20.28444
1.0,1,20.28444
0.8,3,20.28844
0.6,5,20.291437
0.9,2,20.293437
0.2,9,20.300467
0.6,5,20.303437
1.0,1,20.303437
0.9,2,20.308437
0.9,2,20.308437
0.8,3,20.311443
0.8,3,20.315446
0.6,5,20.32044
1.0,1,20.32044
1.0,1,20.322479
0.9,2,20.32347
0.6,5,20.32704
0.7,4,20.331011
0.7,4,20.33704
0.7,4,20.34004
0.4,7,20.34804
0.8,3,20.35101
0.6,5,20.354009
0.9,2,20.357013
0.8,3,20.358011
0.8,3,20.360012
0.3,8,20.366012
0.5,6,20.371012
0.9,2,20.373011
1.0,1,20.374013
0.4,7,20.380009
0.2,9,20.38601
0.5,6,20.393013
1.0,1,20.393013
0.6,5,20.396011
0.7,4,20.399013
0.6,5,20.406012
0.4,7,20.41004
0.3,8,20.418046
1.0,1,20.420046
1.0,1,20.420046
0.7,4,20.424044
0.4,7,20.430551
0.8,3,20.431551
0.6,5,20.436552
0.6,5,20.440582
0.5,6,20.444581
0.5,6,20.45055
0.4,7,20.458554
0.3,8,20.463553
0.5,6,20.467553
1.0,1,20.467553
0.9,2,20.470554
0.4,7,20.477555
0.2,9,20.483551
0.6,5,20.486551
1.0,1,20.486551
0.9,2,20.489552
0.9,2,20.492552
0.9,2,20.494551
1.0,1,20.495551
0.5,6,20.501554
0.2,9,20.508555
0.4,7,20.515596
0.6,5,20.519598
0.9,2,20.520597
0.6,5,20.526141
0.5,6,20.530147
0.9,2,20.534145
1.0,1,20.534145
0.9,2,20.535145
0.3,8,20.542144
0.8,3,20.544145
0.7,4,20.547144
0.6,5,20.552146
1.0,1,20.554148
0.9,2,20.555149
1.0,1,20.555149
0.6,5,20.56218
0.6,5,20.566149
0.8,3,20.569149
0.9,2,20.570146
0.8,3,20.574148
0.8,3,20.577144
0.5,6,20.582184
0.5,6,20.589148
0.5,6,20.594147
1.0,1,20.595145
0.6,5,20.602176
1.0,1,20.602176
1.0,1,20.603175
1.0,1,20.603175
0.8,3,20.605178
0.4,7,20.611147
1.0,1,20.612147
0.8,3,20.616148
0.6,5,20.620148
1.0,1,20.620148
0.8,3,20.625656
0.9,2,20.627663
0.9,2,20.628664
0.6,5,20.63366
0.9,2,20.636666
1.0,1,20.636666
0.6,5,20.63966
0.0,11,20.651662
0.7,4,20.654662
1.0,1,20.654662
0.5,6,20.662664
0.7,4,20.664665
0.7,4,20.667665
0.5,6,20.671665
0.5,6,20.676663
0.6,5,20.680662
1.0,1,20.680662
0.7,4,20.684665
0.6,5,20.691664
0.8,3,20.692662
1.0,1,20.696662
0.6,5,20.699659
0.9,2,20.70066
0.9,2,20.70266
0.1,10,20.710689
0.8,3,20.713697
0.6,5,20.717694
0.5,6,20.723725
0.5,6,20.72729
0.7,4,20.731291
0.9,2,20.735263
0.4,7,20.742261
1.0,1,20.742261
0.9,2,20.74326
0.5,6,20.749291
0.2,9,20.755265
0.6,5,20.759263
0.7,4,20.762295
0.6,5,20.767296
0.9,2,20.768298
1.0,1,20.770266
0.7,4,20.773263
0.0,11,20.781291
0.3,8,20.787265
0.7,4,20.791261
0.3,8,20.797291
1.0,1,20.798291
0.7,4,20.801262
0.9,2,20.803291
1.0,1,20.804291
0.5,6,20.811325
0.2,9,20.817325
0.3,8,20.824297
0.5,6,20.828809
0.5,6,20.833808
0.5,6,20.837808
0.4,7,20.843807
0.8,3,20.845809
0.8,3,20.84781
0.9,2,20.848808
0.6,5,20.853808
0.6,5,20.858807
0.8,3,20.859808
0.5,6,20.864808
0.4,7,20.871808
0.4,7,20.876807
1.0,1,20.878805
-0.6,17,20.891841
0.5,6,20.895841
0.9,2,20.89781
1.0,1,20.900809
0.7,4,20.903807
1.0,1,20.903807
0.7,4,20.906807
0.4,7,20.911814
0.8,3,20.914814
1.0,1,20.91582
0.8,3,20.918813
1.0,1,20.918813
0.2,9,20.927308
0.5,6,20.934304
0.5,6,20.938303
0.2,9,20.946308
0.5,6,20.950303
0.8,3,20.953303
0.8,3,20.956304
0.7,4,20.958303
1.0,1,20.959304
0.1,10,20.966303
0.9,2,20.968305
1.0,1,20.970305
1.0,1,20.970305
0.7,4,20.973303
0.5,6,20.980306
1.0,1,20.981307
0.9,2,20.984309
-0.2,13,20.993306
0.5,6,20.997306
0.9,2,21.000306
1.0,1,21.000306
0.4,7,21.008303
0.8,3,21.011316
0.3,8,21.017317
0.6,5,21.021314
0.9,2,21.022314
0.8,3,21.026823
0.7,4,21.029826
0.6,5,21.033826
0.6,5,21.039826
1.0,1,21.040827
0.9,2,21.042828
0.4,7,21.049825
0.6,5,21.053826
0.3,8,21.06083
1.0,1,21.063827
1.0,1,21.063827
0.9,2,21.064826
0.7,4,21.067827
0.5,6,21.073825
0.8,3,21.075825
0.0,11,21.085826
0.8,3,21.089828
0.9,2,21.092828
0.8,3,21.094827
0.7,4,21.097828
0.4,7,21.103861
0.9,2,21.105867
1.0,1,21.106828
1.0,1,21.106828
0.7,4,21.109861
1.0,1,21.111839
0.7,4,21.114836
0.7,4,21.117836
0.8,3,21.120837
0.7,4,21.123836
0.5,6,21.13038
0.9,2,21.131381
0.4,7,21.137346
0.5,6,21.141346
0.9,2,21.143348
0.6,5,21.149348
0.6,5,21.152348
0.8,3,21.155349
1.0,1,21.156348
1.0,1,21.158346
0.8,3,21.159346
0.4,7,21.165345
0.7,4,21.169381
0.7,4,21.17238
0.1,10,21.180348
1.0,1,21.183347
0.7,4,21.186346
0.5,6,21.190346
1.0,1,21.193345
0.6,5,21.196345
0.5,6,21.20135
